StoryID	SeriesID	Title	Theme	ThemeLevel	ThemeID	Comment	RelatedCharacters	CharacterClass	RelatedAliens	RelatedThings
tos0x01	tos	The Cage	facing a fight to the death	peripheral	227	Pike and Mongol	Christopher Pike	individual		
tos0x01	tos	The Cage	what if I had to fight to the death	peripheral	232	Pike and Mongol	Christopher Pike	individual		
tos0x01	tos	The Cage	chastity	peripheral	175	Pike denies Vina	Christopher Pike	individual		
tos0x01	tos	The Cage	cruelty	peripheral	111	The Keeper tortures Pike	The Keeper	individual		
tos0x01	tos	The Cage	the soul	peripheral	962	shifty guy talks about in sleezy man				
tos0x01	tos	The Cage	fortitude	peripheral	123	Pike in efforts to escape	Christopher Pike	individual		
tos0x01	tos	The Cage	lust	peripheral	69	bar patrons for Orion dancing girl				
tos1x01	tos	Where No Man Has Gone Before	what if I had magical powers	central	336	Gary	Gary Mitchell	individual		
tos1x01	tos	Where No Man Has Gone Before	power corrupts	central	388	Gary is a textbook example	Gary Mitchell	individual		
tos1x01	tos	Where No Man Has Gone Before	coping with opposing a friend	central	455	Kirk at Gary	James T. Kirk	individual		
tos1x01	tos	Where No Man Has Gone Before	human v2.0	central	539	protracted discussions about being a new and better species probably with analogs to Hitler's movement				
tos1x01	tos	Where No Man Has Gone Before	hubris	central	228	Gary	Gary Mitchell	individual		
tos1x01	tos	Where No Man Has Gone Before	extrasensory perception	central	1143	much made of Gary and Elizabeth having ESP				
tos1x01	tos	Where No Man Has Gone Before	friendship	central	144	Kirk and Gary	James T. Kirk/Gary Mitchell	dyad		
tos1x01	tos	Where No Man Has Gone Before	abuse of real power	central	444	Gary	Gary Mitchell	individual		
tos1x01	tos	Where No Man Has Gone Before	sacrificing a friend to save one's self	central	1336	Kirk decides to maroon Gary	James T. Kirk	individual		
tos1x01	tos	Where No Man Has Gone Before	the lust for power	central	220	Gary	Gary Mitchell	individual		
tos1x01	tos	Where No Man Has Gone Before	the need for freedom	central	187	Gary does not want to be sequestered on a tiny little planet	Gary Mitchell	individual		
tos1x01	tos	Where No Man Has Gone Before	what if I had to fight to the death	central	232	Kirk and Gary	James T. Kirk	individual		
tos1x01	tos	Where No Man Has Gone Before	facing a fight to the death	central	227	Kirk and Gary	James T. Kirk	individual		
tos1x01	tos	Where No Man Has Gone Before	facing a mortal enemy	central	91	Kirk facing Gary	James T. Kirk	individual		
tos1x01	tos	Where No Man Has Gone Before	facing an overpowering adversary	central	258	crew facing Gary				
tos1x01	tos	Where No Man Has Gone Before	compassion vs. self-preservation	peripheral	453	discussion and accusation against Spock				
tos1x01	tos	Where No Man Has Gone Before	charting unknown territory	peripheral	301	galactic barrier				
tos1x01	tos	Where No Man Has Gone Before	logic vs. gut feeling	peripheral	284	Spock vs. Kirk over chess	Spock, James T. Kirk			
tos1x01	tos	Where No Man Has Gone Before	geometric growth	peripheral	1175	Sulu explained Gary's power growing geometrically				
tos1x01	tos	Where No Man Has Gone Before	telekinesis	peripheral	703	Gary and Elizabeth had telekinetic powers				
tos1x01	tos	Where No Man Has Gone Before	frustration	peripheral	349	Kirk tell Spock he plays a very irritating game of 3D chess	James T. Kirk	individual		
tos1x01	tos	Where No Man Has Gone Before	what if I had super intelligence	peripheral	988	Gary	Gary Mitchell	individual		
tos1x01	tos	Where No Man Has Gone Before	poetry	peripheral	898	Gary was reading Tarbolde				
tos1x01	tos	Where No Man Has Gone Before	tragic love	peripheral	493	Gary and Elizabeth	Gary Mitchell, Elizabeth Dehner	individual		
tos1x01	tos	Where No Man Has Gone Before	galactic barrier	peripheral	650	all hell breaks loose at the galactic barrier				
tos1x01	tos	Where No Man Has Gone Before	loyalty to a leader	peripheral	121	Gary's loyalty to Kirk called into question	Gary Mitchell	individual		
tos1x01	tos	Where No Man Has Gone Before	annoyance	peripheral	57	Kirk irritated at Spock over 3D chess game	James T. Kirk	individual		
tos1x01	tos	Where No Man Has Gone Before	apprehension	peripheral	87	Kirk about Gary	James T. Kirk	individual		
tos1x01	tos	Where No Man Has Gone Before	wrath	peripheral	56	Gary	Gary Mitchell	individual		
tos1x01	tos	Where No Man Has Gone Before	pride	peripheral	73	Gary	Gary Mitchell	individual		
tos1x02	tos	The Corbomite Maneuver	cracking under pressure	central	784	Bailey in confrontation with Balok; especially during Sulu's countdown	Dave Bailey	individual		
tos1x02	tos	The Corbomite Maneuver	facing an overpowering adversary	central	258	crew at Balok				
tos1x02	tos	The Corbomite Maneuver	diplomatic maneuvering	central	306	Balok and Kirk with their tactics				
tos1x02	tos	The Corbomite Maneuver	appearances can be deceiving	central	750	all-powerful Balok had the body of a todder				
tos1x02	tos	The Corbomite Maneuver	alien with the body of a toddler	central	1034	Balok			First Federation	
tos1x02	tos	The Corbomite Maneuver	military bluffing	central	866	Kirk to Balok in the spirit of poker				
tos1x02	tos	The Corbomite Maneuver	facing a mortal enemy	central	91	crew face Balok				
tos1x02	tos	The Corbomite Maneuver	charting unknown territory	peripheral	301	Kirk decided to press on to contact the aliens who made the space buoy				
tos1x02	tos	The Corbomite Maneuver	second guessing one's self	peripheral	150	Kirk about his promotion of Bailey	James T. Kirk	individual		
tos1x02	tos	The Corbomite Maneuver	the thirst for knowledge	peripheral	158	Spock about the aliens appearance	Spock	individual		
tos1x02	tos	The Corbomite Maneuver	the qualities of a good leader	peripheral	165	McCoy and Kirk discuss in light of Kirk's handling of Bailey	James T. Kirk	individual		
tos1x02	tos	The Corbomite Maneuver	freezing up in a critical moment	peripheral	827	Bailey at phaser control	Dave Bailey	individual		
tos1x02	tos	The Corbomite Maneuver	clash of wills	peripheral	93	Kirk and McCoy	James T. Kirk/Leonard McCoy	dyad		
tos1x02	tos	The Corbomite Maneuver	working together under stress	peripheral	317	crew under threat from Balok				
tos1x02	tos	The Corbomite Maneuver	cultural exchange	peripheral	621	Bailey volunteers to stay aboard with Balok	Dave Bailey	individual		
tos1x02	tos	The Corbomite Maneuver	loyalty to a leader	peripheral	121	Bailey to Kirk	Dave Bailey	individual		
tos1x02	tos	The Corbomite Maneuver	desperation	peripheral	102	crew when seems Balok will destroy the Enterprise				
tos1x02	tos	The Corbomite Maneuver	leadership	peripheral	132	Kirk in getting out of the crisis	James T. Kirk	individual		
tos1x02	tos	The Corbomite Maneuver	magnanimity in victory	peripheral	272	Kirk to Balok	James T. Kirk	individual		
tos1x02	tos	The Corbomite Maneuver	apprehension	peripheral	87	crew over tensions with Balok				
tos1x02	tos	The Corbomite Maneuver	boredom	peripheral	212	Bailey complains they have been star-mapping for three days	Dave Bailey	individual		
tos1x02	tos	The Corbomite Maneuver	distraction	peripheral	148	Bailey thrice distracted from his duties	Dave Bailey	individual		
tos1x02	tos	The Corbomite Maneuver	fear	peripheral	139	crew of impending destruction				
tos1x02	tos	The Corbomite Maneuver	hospitality	peripheral	104	Balok offers Tranya hospitality	Balok	individual		
tos1x02	tos	The Corbomite Maneuver	interest	peripheral	95	Kirk presses on to contact new civilization; Spock to see what Balok looks like	James T. Kirk, Spock	individual		
tos1x02	tos	The Corbomite Maneuver	kindness	peripheral	81	Balok rescued by Kirk	James T. Kirk	individual		
tos1x02	tos	The Corbomite Maneuver	rage	peripheral	92	Bailey	Dave Bailey	individual		
tos1x02	tos	The Corbomite Maneuver	terror	peripheral	151	Bailey	Dave Bailey	individual		
tos1x02	tos	The Corbomite Maneuver	wrath	peripheral	56	Bailey outburst	Dave Bailey	individual		
tos1x03	tos	Mudd's Women	self-confidence	central	217	Mudd's women	Mudd's women [Eve McHuron,  Magda Kovacs, Ruth Bonadventure]			
tos1x03	tos	Mudd's Women	what women want	central	366	Mudd's women want good husbands				
tos1x03	tos	Mudd's Women	true beauty comes from within	central	1472	Eve's beauty was a result of her own self-confidence				
tos1x03	tos	Mudd's Women	performance enhancing drugs	central	1288	the Venus drug				
tos1x03	tos	Mudd's Women	just be yourself	central	1215	the drugs				
tos1x03	tos	Mudd's Women	the qualities of a good wife	central	958	Eve and Ben bickered about them	Eve McHuron	individual		
tos1x03	tos	Mudd's Women	the placebo effect	central	1445	the Venus drug turned out to be a placebo				
tos1x03	tos	Mudd's Women	desire vs. conscience	central	412	Mudd's women at taking Venus drug				
tos1x03	tos	Mudd's Women	anti-aging technology	central	318	Venus drug				
tos1x03	tos	Mudd's Women	mail-order brides	central	1239	Mudd's women				
tos1x03	tos	Mudd's Women	self-image	central	392	Mudd's women took the drug to look young again	Eve McHuron,  Magda Kovacs, Ruth Bonadventure	individual		
tos1x03	tos	Mudd's Women	female vanity	central	532	Mudd's women	Eve McHuron,  Magda Kovacs, Ruth Bonadventure	individual		
tos1x03	tos	Mudd's Women	the desire to be beautiful	central	944	Mudd's women	Eve McHuron,  Magda Kovacs, Ruth Bonadventure	individual		
tos1x03	tos	Mudd's Women	lust	central	69	the crew and miners at Mudd's women	Ben Childress	individual		
tos1x03	tos	Mudd's Women	what if I was really beautiful	central	1508	Mudd's women	Eve McHuron,  Magda Kovacs, Ruth Bonadventure	individual		
tos1x03	tos	Mudd's Women	avarice	central	128	Mudd	Harry Mudd	individual		
tos1x03	tos	Mudd's Women	the lust for gold	central	163	Mudd	Harry Mudd	individual		
tos1x03	tos	Mudd's Women	vanity	central	297	Mudd's women	Eve McHuron,  Magda Kovacs, Ruth Bonadventure	individual		
tos1x03	tos	Mudd's Women	resisting a temptation	peripheral	290	Mudd's women at taking Venus drug	Eve McHuron,  Magda Kovacs, Ruth Bonadventure	individual		
tos1x03	tos	Mudd's Women	matrimonial love	peripheral	383	Eve and Childress	Eve McHuron, Ben Childress	individual		
tos1x03	tos	Mudd's Women	searchable electronic database	peripheral	915	command crew looked up Mudd's criminal record on such a database				
tos1x03	tos	Mudd's Women	loneliness	peripheral	197	Eve and Ben	Eve McHuron, Ben Childress	individual		
tos1x03	tos	Mudd's Women	integrity	peripheral	193	Eve	Eve McHuron	individual		
tos1x03	tos	Mudd's Women	prickliness	peripheral	683	Childress	Ben Childress	individual		
tos1x03	tos	Mudd's Women	asteroid belt	peripheral	751	Enterprise chased Mudd through an asteroid belt				
tos1x03	tos	Mudd's Women	fiancée and fiancée	peripheral	348	miner and Eve	Ben Childress/Eve McHuron	dyad		
tos1x03	tos	Mudd's Women	quacksalvery	peripheral	902	Mudd peddling Venus drug	Harry Mudd	individual		
tos1x03	tos	Mudd's Women	coping with time passing you by	peripheral	518	Mudd's women	Eve McHuron,  Magda Kovacs, Ruth Bonadventure	individual		
tos1x03	tos	Mudd's Women	mental illness	peripheral	472	Mudd was accused of having one	Harry Mudd	individual		
tos1x03	tos	Mudd's Women	acceptance	peripheral	204	Childress and Eve of one another	Eve McHuron, Ben Childress	individual		
tos1x03	tos	Mudd's Women	anger	peripheral	86	miners	Ben Childress	individual		
tos1x03	tos	Mudd's Women	ecstasy	peripheral	177	miners over Mudd's women	Ben Childress	individual		
tos1x03	tos	Mudd's Women	jealousy	peripheral	112	miners over Mudd's women	Ben Childress	individual		
tos1x04	tos	The Enemy Within	the nature of good and evil	central	396	Good Kirk vs. Evil Kirk				
tos1x04	tos	The Enemy Within	we need our darker emotions in moderation	central	1488	Kirk needed his darker emotions to some extent to be an effective captain				
tos1x04	tos	The Enemy Within	the qualities of a good leader	central	165	need compassion with a touch of ruthlessness	Good Kirk	individual		
tos1x04	tos	The Enemy Within	personal identity	central	329	is good-Kirk any more the real Kirk than evil-Kirk?				
tos1x04	tos	The Enemy Within	facing one's darker side	central	811	good-Kirk at evil-Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	self-confidence	central	217	good-Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	fortitude	central	123	good-Kirk Sulu freezing on the plane	Good Kirk, Hikaru Sulu	individual		
tos1x04	tos	The Enemy Within	what if I met my double	central	442	good-Kirk at evil-Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	the power of thought	central	295	Good Kirk pleads with Evil Kirk to go through the transporter together in the belief that it will work				
tos1x04	tos	The Enemy Within	leadership	central	132	how is Good Kirk to lead his crew without his darker side?	Good Kirk	individual		
tos1x04	tos	The Enemy Within	overcoming a limitation	central	427	good Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	wrath	central	56	evil-Kirk	Evil Kirk	individual		
tos1x04	tos	The Enemy Within	rage	central	92	evil-Kirk	Evil Kirk	individual		
tos1x04	tos	The Enemy Within	lust	peripheral	69	Evil Kirk at Janice	Evil Kirk	individual		
tos1x04	tos	The Enemy Within	gluttony	peripheral	178	saurian brandy	Evil Kirk	individual		
tos1x04	tos	The Enemy Within	the need to maintain an image	peripheral	954	Kirk as captain must	Good Kirk	individual		
tos1x04	tos	The Enemy Within	coping with the rigors of command	peripheral	342	Good Kirk stressed about commanding the ship in his condition	Good Kirk	individual		
tos1x04	tos	The Enemy Within	compassion	peripheral	80	Good Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	man vs. nature	peripheral	262	Sulu on the freezing planet	Hikaru Sulu	individual		
tos1x04	tos	The Enemy Within	coping with post-traumatic stress	peripheral	304	Janice	Janice Rand	individual		
tos1x04	tos	The Enemy Within	coping with opposing a friend	peripheral	455	senior staff at Kirk				
tos1x04	tos	The Enemy Within	teleportation device	peripheral	360	transporter malfunction basis for creation of Good Kirk and Evil Kirk				transporter
tos1x04	tos	The Enemy Within	coping with unwelcome romantic attention	peripheral	234	Janice	Janice Rand	individual		
tos1x04	tos	The Enemy Within	acceptance	peripheral	204	good-Kirk and evil-Kirk ultimately accepted one another	Good Kirk, Evil Kirk	individual		
tos1x04	tos	The Enemy Within	amazement	peripheral	205	good-Kirk meets evil-Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	diligence	peripheral	89	good-Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	disgust	peripheral	120	good-Kirk with evil-Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	fear	peripheral	139	big deal made of evil-Kirks fears	Evil Kirk	individual		
tos1x04	tos	The Enemy Within	hedonism	peripheral	168	evil-Kirk drunken escape	Evil Kirk	individual		
tos1x04	tos	The Enemy Within	humility	peripheral	114	good-Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	malevolence	peripheral	170	evil-Kirk	Evil Kirk	individual		
tos1x04	tos	The Enemy Within	mercy	peripheral	198	good-Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	patience	peripheral	103	good-Kirk	Good Kirk	individual		
tos1x04	tos	The Enemy Within	ruthlessness	peripheral	85	evil-Kirk	Evil Kirk	individual		
tos1x04	tos	The Enemy Within	sloth	peripheral	162	evil-Kirk drunken escape	Evil Kirk	individual		
tos1x04	tos	The Enemy Within	terror	peripheral	151	Janice during attempted rape	Janice Rand	individual		
tos1x04	tos	The Enemy Within	trust in a potential foe	peripheral	174	good-Kirk and evil-Kirk ultimately trusted one another	Good Kirk, Evil Kirk	individual		
tos1x04	tos	The Enemy Within	vigilance	peripheral	71	evil-Kirk afoot				
tos1x05	tos	The Man Trap	nostalgic love	central	356	McCoy to Nancy	Leonard McCoy	individual		
tos1x05	tos	The Man Trap	coping with memories of a lost love	central	616	McCoy over Nancy	Leonard McCoy	individual		
tos1x05	tos	The Man Trap	old flames	central	273	McCoy and Nancy	Leonard McCoy/Nancy Crater	dyad		
tos1x05	tos	The Man Trap	lamentation over a lost love	central	846	McCoy at Nancy	Leonard McCoy	individual		
tos1x05	tos	The Man Trap	shapeshifter	central	564	salt monster			Salt Vampires of Planet M-113	
tos1x05	tos	The Man Trap	endangered species	central	633	Kirk mentions how the buffalo went extinct much like the salt creature			Salt Vampires of Planet M-113	
tos1x05	tos	The Man Trap	forbidden love	central	308	Robert at salt monster	Robert Crater	individual		
tos1x05	tos	The Man Trap	husband and wife	central	149	Robert and Nancy	Robert Crater/Nancy Crater	dyad		
tos1x05	tos	The Man Trap	the need for companionship	central	362	Robert with the salt monster	Robert Crater	individual		
tos1x05	tos	The Man Trap	depletion of a vital natural resource	central	1124	salt			Salt Vampires of Planet M-113	
tos1x05	tos	The Man Trap	sentient rights	central	695	the salt vampire’s right to exist			Salt Vampires of Planet M-113	
tos1x05	tos	The Man Trap	coping with the death of a friend	peripheral	176	Spock's lack of a reaction to crewmans death	Spock	individual		
tos1x05	tos	The Man Trap	reclusiveness	peripheral	289	Robert	Robert Crater	individual		
tos1x05	tos	The Man Trap	the art of flattery	peripheral	939	Uhuru/Spock about Vulcan having no moon	Uhura, Spock	individual		
tos1x05	tos	The Man Trap	survival of one's species	peripheral	485	salt monster	Nancy Crater	individual		
tos1x05	tos	The Man Trap	desperation	peripheral	102	salt monster	Nancy Crater	individual		
tos1x05	tos	The Man Trap	prickliness	peripheral	683	Robert	Robert Crater	individual		
tos1x05	tos	The Man Trap	love triangle	peripheral	260	Mccoy/Nancy Crate/ Robert Crater	Mccoy/Nancy Crate/ Robert Crater	triad		
tos1x05	tos	The Man Trap	archaeology	peripheral	447	Robert excavating salt monster ruins	Robert Crater	individual		
tos1x05	tos	The Man Trap	passion for archaeology	peripheral	387	Robert	Robert Crater	individual		
tos1x05	tos	The Man Trap	Sophie's choice	peripheral	367	McCoy w.r.t. shooting salt monster or letting it kill Kirk	Leonard McCoy	individual		
tos1x05	tos	The Man Trap	the ethics of valuing human lives	peripheral	145	McCoy w.r.t. shooting salt monster or letting it kill Kirk	Leonard McCoy	individual		
tos1x05	tos	The Man Trap	anger	peripheral	86	Robert	Robert Crater	individual		
tos1x05	tos	The Man Trap	annoyance	peripheral	57	Robert at McCoy during medical exam	Robert Crater	individual		
tos1x05	tos	The Man Trap	grief	peripheral	63	Robert for Nancy	Robert Crater	individual		
tos1x05	tos	The Man Trap	vigilance	peripheral	71	creature afoot				
tos1x06	tos	The Naked Time	loss of inhibition	central	251	everyone under the influence of polywater	James T. Kirk, Kevin Riley, Spock, Leonard McCoy, Montgomery Scott, Hikaru Sulu, Joe Tormalen, Janice Rand, Montgomery Scott	individual		
tos1x06	tos	The Naked Time	what if everyone did whatever they wanted	central	993	everyone under the influence of polywater	James T. Kirk, Kevin Riley, Spock, Leonard McCoy, Montgomery Scott, Hikaru Sulu, Joe Tormalen, Janice Rand, Montgomery Scott	individual		
tos1x06	tos	The Naked Time	hedonism	central	168	entire crew down to the last man	James T. Kirk, Kevin Riley, Spock, Leonard McCoy, Montgomery Scott, Hikaru Sulu, Joe Tormalen, Janice Rand, Montgomery Scott	individual		
tos1x06	tos	The Naked Time	intoxication	central	843	entire crew down to the last man	James T. Kirk, Kevin Riley, Spock, Leonard McCoy, Montgomery Scott, Hikaru Sulu, Joe Tormalen, Janice Rand, Montgomery Scott	individual		
tos1x06	tos	The Naked Time	facing a pandemic	central	639	crew vs. polywater intoxication				
tos1x06	tos	The Naked Time	complacency	central	322	nobody stops ship from spiraling into planet	Kevin Riley	individual		
tos1x06	tos	The Naked Time	sloth	central	162	entire crew down to the last man	James T. Kirk, Kevin Riley, Spock, Leonard McCoy, Montgomery Scott, Hikaru Sulu, Joe Tormalen, Janice Rand, Montgomery Scott	individual		
tos1x06	tos	The Naked Time	coping with the rigors of command	peripheral	342	Kirk	James T. Kirk	individual		
tos1x06	tos	The Naked Time	risk taking vs. playing it safe	peripheral	157	Scotty and Spock over how to save ship	Montgomery Scott, Spock	individual		
tos1x06	tos	The Naked Time	pleasure in taking exercise	peripheral	1303	Sulu with sword fighting	Hikaru Sulu	individual		
tos1x06	tos	The Naked Time	disillusionment	peripheral	626	Tormalen	Joe Tormolen	individual		
tos1x06	tos	The Naked Time	despair	peripheral	522	Tormalen	Joe Tormolen	individual		
tos1x06	tos	The Naked Time	selfless service	peripheral	186	Kirk for starfleet	James T. Kirk	individual		
tos1x06	tos	The Naked Time	coping with the death of a fellow compatriot	peripheral	517	Tormalen	Joe Tormolen	individual		
tos1x06	tos	The Naked Time	unrequited love	peripheral	122	Christine at Spock	Christine Chapel	individual		
tos1x06	tos	The Naked Time	delusion of grandeur	peripheral	1123	Riley	Kevin Riley	individual		
tos1x06	tos	The Naked Time	working together under stress	peripheral	317	bridge crew to get Riley out of engineering				
tos1x06	tos	The Naked Time	ingenuity	peripheral	250	Scotty with the cold-restart	Montgomery Scott	individual		
tos1x06	tos	The Naked Time	shame	peripheral	358	Spock expressed shame to Kirk about being unable to express feelings toward his mother	Spock	individual		
tos1x06	tos	The Naked Time	captain and crew's attachment to their ship	peripheral	321	Kirkologue about it	James T. Kirk	individual		
tos1x06	tos	The Naked Time	desperation	peripheral	102	the command crew to save the ship				
tos1x06	tos	The Naked Time	coping with unwelcome romantic attention	peripheral	234	Spock from Christine	Spock	individual		
tos1x06	tos	The Naked Time	joy	peripheral	140	Christine and Spock; Sulu about fencing; Riley with Irish stuff	Christine Chapel, Spock, Hikaru Sulu, Kevin Riley	individual		
tos1x06	tos	The Naked Time	rage	peripheral	92	Tormolen loses it in recroom	Joe Tormolen	individual		
tos1x06	tos	The Naked Time	terror	peripheral	151	space madness				
tos1x06	tos	The Naked Time	wrath	peripheral	56	Tormolen and other outbursts	Joe Tormolen	individual		
tos1x07	tos	Charlie X	what if I had magical powers	central	336	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	power corrupts	central	388	superpowers turns Charlie into spoiled brat	Charlie Evans	individual		
tos1x07	tos	Charlie X	coping with a spoiled brat	central	513	Kirk with Charlie	James T. Kirk	individual		
tos1x07	tos	Charlie X	orphanhood	central	476	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	spoiled brat	central	570	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	the nature of children	central	278	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	first crush	central	646	Charlie on Janice	Charlie Evans	individual		
tos1x07	tos	Charlie X	role models	central	253	Kirk for Charlie	James T. Kirk	individual		
tos1x07	tos	Charlie X	clash of wills	central	93	Kirk/Charlie	James T. Kirk/Charlie Evans	dyad		
tos1x07	tos	Charlie X	coping with rejection	central	269	Charlie by enslaving mankind	Charlie Evans	individual		
tos1x07	tos	Charlie X	belonging	central	136	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	guardian and child	central	537	Kirk/Charlie	James T. Kirk/Charlie Evans	dyad		
tos1x07	tos	Charlie X	the need to be treated with respect	central	398	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	abuse of real power	central	444	Charlie snapped a guy out of exietence	Charlie Evans	individual		
tos1x07	tos	Charlie X	unrequited love	central	122	Charlie at Janice	Charlie Evans	individual		
tos1x07	tos	Charlie X	adolescence	central	180	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	loathing	central	161	Charlie for adults not indulging him	Charlie Evans	individual		
tos1x07	tos	Charlie X	facing an overpowering adversary	central	258	crew vs. Charlie				
tos1x07	tos	Charlie X	standing up to a bully	peripheral	332	Kirk stands up to Charlie	James T. Kirk	individual		
tos1x07	tos	Charlie X	alien point of view	peripheral	105	Charlie is baffled by doors and women etc.	Charlie Evans	individual		
tos1x07	tos	Charlie X	incorporeal alien	peripheral	259	Thasians			Thasian	
tos1x07	tos	Charlie X	child's point of view	peripheral	280	Charlie X	Charlie Evans	individual		
tos1x07	tos	Charlie X	social awkwardness	peripheral	569	Charlie learns	Charlie Evans	individual		
tos1x07	tos	Charlie X	tough love	peripheral	729	Kirk with Charlie	James T. Kirk	individual		
tos1x07	tos	Charlie X	rudeness	peripheral	908	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	discipline of a child	peripheral	625	Kirk to Charlie	James T. Kirk	individual		
tos1x07	tos	Charlie X	childishness	peripheral	450	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	lesson in humility	peripheral	153	Charlie by Kirk	Charlie Evans	individual		
tos1x07	tos	Charlie X	the desire for vengeance	peripheral	119	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	alien overseers	peripheral	338	Thasians			Thasian	
tos1x07	tos	Charlie X	coping with unwelcome romantic attention	peripheral	234	Janice from Charlie	Janice Rand	individual		
tos1x07	tos	Charlie X	pride	peripheral	73	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	compassion	peripheral	80	all to Charlie; especially Janice	Janice Rand	individual		
tos1x07	tos	Charlie X	cruelty	peripheral	111	Charlie	Charlie Evans	individual		
tos1x07	tos	Charlie X	hospitality	peripheral	104	all to Charlie				
tos1x07	tos	Charlie X	kindness	peripheral	81	all to Charlie				
tos1x07	tos	Charlie X	lust	peripheral	69	Charlie at Janice	Charlie Evans	individual		
tos1x07	tos	Charlie X	patience	peripheral	103	all to Charlie				
tos1x07	tos	Charlie X	rage	peripheral	92	Charlie outbursts	Charlie Evans	individual		
